"Baja" "edatcat" "sexo" "antig" "Nomina" "Pension" "Debito_normal" "Debito_aff" "VISA" "VISA_aff" "MCard" "Amex" "Total_activo" "Total_Plazo" "Total_Inversion" "Total_Seguros" "Total_Vista" "dif_resid" "oper_caj_Libreta" "oper_ven_Libreta" "dif_CC" "dif_Libreta" "dif_Plazo" "dif_Ahorro" "dif_Largo_plazo" "dif_Fondos_inv" "dif_Seguros" "dif_Planes_pension" "dif_Hipoteca" "dif_Prest_personales"
"Baja NO" "edatcat 26-35" "HOMBRE" 15 "Nomina SI" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA SI" "VISA aff. NO" "MCard NO" "Amex NO" 211 0 0 174 14 "cambio resid. NO" -92.5 2 0 13.42 0 0 0 0 -91.39 0 0 156
"Baja NO" "edatcat 66.." "No informado" 13 "Nomina NO" "Pension SI" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 1500 0 0 250 "cambio resid. NO" 0 -131.25 0 240.6 1500 0 0 0 0 0 0 0
"Baja NO" "edatcat 26-35" "No informado" 11 "Nomina SI" "Pension NO" "Debito normal SI" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 42 "cambio resid. NO" 6.84 0 2.45 8.94 0 0 0 0 0 0 0 0
"Baja NO" "edatcat 66.." "No informado" 4 "Nomina NO" "Pension SI" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 172 "cambio resid. NO" 0 -212.5 0 64.03 0 0 0 0 0 0 0 0
"Baja NO" "edatcat 46-55" "HOMBRE" 21 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 602 0 0 10 "cambio resid. NO" -89 -60 0 8.54 0 0 302 0 0 0 0 0
"Baja NO" "edatcat 66.." "No informado" 10 "Nomina NO" "Pension SI" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 215 "cambio resid. NO" 0 -329 0 -17.76 0 0 0 0 0 0 0 0
"Baja NO" "edatcat 66.." "HOMBRE" 15 "Nomina SI" "Pension SI" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 318 "cambio resid. NO" 0 170 0 -142 0 0 0 0 0 0 0 0
"Baja NO" "edatcat 66.." "No informado" 20 "Nomina NO" "Pension SI" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 616 "cambio resid. NO" 0 0 485.74 0 0 0 0 0 0 0 0 0
"Baja NO" "edatcat 26-35" "HOMBRE" 18 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. SI" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 233 0 0 0 37 "cambio resid. NO" 31.75 74.43 0 37 0 0 0 0 0 0 0 233
"Baja NO" "edatcat 26-35" "HOMBRE" 10 "Nomina NO" "Pension SI" "Debito normal NO" "Debito aff. SI" "VISA SI" "VISA aff. NO" "MCard NO" "Amex NO" 86 0 0 0 154 "cambio resid. NO" 0 41 0 72.25 0 0 0 0 0 0 0 0
"Baja NO" "edatcat 26-35" "HOMBRE" 18 "Nomina SI" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 491 0 0 0 16 "cambio resid. NO" 0 0 0 9.5 0 0 0 0 0 0 0 197
"Baja NO" "edatcat 18-25" "HOMBRE" 18 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. SI" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 175 0 0 0 3 "cambio resid. NO" 0 0 0 2.43 0 0 0 0 0 0 0 175
"Baja NO" "edatcat 66.." "HOMBRE" 21 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 65 "cambio resid. NO" 0 0 0 17 0 0 0 0 0 0 0 0
"Baja NO" "edatcat 56-65" "HOMBRE" 21 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 1483 0 1453 "cambio resid. NO" 0 75 0 1429 0 0 0 0 0 0 0 0
"Baja NO" "edatcat 66.." "HOMBRE" 21 "Nomina NO" "Pension SI" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 2343 "cambio resid. NO" 0 313.75 0 2355.5 0 0 0 0 0 0 0 0
"Baja NO" "edatcat 66.." "No informado" 15 "Nomina SI" "Pension SI" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 245 "cambio resid. SI" 0 214 0 -1947.99 0 0 0 0 0 0 0 0
"Baja NO" "edatcat 36-45" "HOMBRE" 21 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 72 0 0 0 29 "cambio resid. NO" -13.5 8 0 10.27 0 0 0 0 0 0 72 0
"Baja NO" "edatcat 56-65" "No informado" 19 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 78 0 0 0 10 "cambio resid. NO" 5 33.75 0 7.21 0 0 0 0 0 0 0 47
"Baja NO" "edatcat 66.." "HOMBRE" 18 "Nomina NO" "Pension SI" "Debito normal NO" "Debito aff. NO" "VISA SI" "VISA aff. NO" "MCard SI" "Amex NO" 0 0 49049 0 218 "cambio resid. NO" 0 0 142.91 79.71 0 0 0 49049 0 0 0 0
"Baja NO" "edatcat 18-25" "No informado" 6 "Nomina NO" "Pension NO" "Debito normal SI" "Debito aff. SI" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 38 "cambio resid. NO" 6 -111.5 0 14.56 0 0 0 0 0 0 0 0
"Baja NO" "edatcat 26-35" "HOMBRE" 16 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 117 12 "cambio resid. NO" 0 -1000 0 -16.5 0 0 0 0 -4.91 0 0 0
"Baja NO" "edatcat 66.." "No informado" 12 "Nomina NO" "Pension SI" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 431 0 0 700 "cambio resid. NO" 0 -18.35 0 373.84 31 0 0 0 0 0 0 0
"Baja NO" "edatcat 18-25" "HOMBRE" 15 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. SI" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 109 "cambio resid. NO" 0 0 0 108.4 0 0 0 0 0 0 0 0
"Baja NO" "edatcat 26-35" "HOMBRE" 13 "Nomina SI" "Pension NO" "Debito normal NO" "Debito aff. SI" "VISA SI" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 865 "cambio resid. NO" 37 27.5 0 868.11 0 0 0 0 0 0 0 0
"Baja NO" "edatcat 18-25" "HOMBRE" 18 "Nomina SI" "Pension NO" "Debito normal NO" "Debito aff. SI" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 86 "cambio resid. NO" 0.5 46.25 6 62.36 0 0 0 0 0 0 0 0
"Baja NO" "edatcat 18-25" "No informado" 21 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 510 "cambio resid. NO" -73 177.5 0 174.58 0 0 0 0 0 0 0 0
"Baja NO" "edatcat 66.." "HOMBRE" 11 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 6770 0 0 2 "cambio resid. NO" 0 0 3 0 -265 0 0 0 0 0 0 0
"Baja NO" "edatcat 36-45" "HOMBRE" 13 "Nomina SI" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA SI" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 160 "cambio resid. NO" -51 344.5 0 -25.13 0 0 0 0 0 0 0 0
"Baja NO" "edatcat 36-45" "No informado" 21 "Nomina SI" "Pension SI" "Debito normal NO" "Debito aff. SI" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 226 0 0 0 15 "cambio resid. NO" 0 9.75 0 10 0 0 0 0 0 0 0 226
"Baja NO" "edatcat 66.." "No informado" 21 "Nomina NO" "Pension SI" "Debito normal NO" "Debito aff. SI" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 76 "cambio resid. NO" -47.5 12.5 0 40.75 0 0 0 0 0 0 0 0
"Baja NO" "edatcat 66.." "HOMBRE" 21 "Nomina NO" "Pension SI" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 2000 0 0 866 "cambio resid. NO" 0 -2983.75 0 762.46 2000 0 0 0 0 0 0 0
"Baja NO" "edatcat 46-55" "HOMBRE" 15 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA SI" "VISA aff. NO" "MCard NO" "Amex NO" 100 0 0 0 101 "cambio resid. NO" 30 -38 0 91 0 0 0 0 0 0 0 0
"Baja NO" "edatcat 46-55" "No informado" 21 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA SI" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 2088 "cambio resid. NO" 0 0 0 2088 0 0 0 0 0 0 0 0
"Baja NO" "edatcat 18-25" "No informado" 16 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 358 "cambio resid. NO" 0 0 0 357 0 0 0 0 0 0 0 0
"Baja NO" "edatcat 18-25" "No informado" 18 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. SI" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 836 6 "cambio resid. NO" 0 0 0 6 0 0 0 0 -15.65 0 0 0
"Baja NO" "edatcat 66.." "No informado" 13 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 195 "cambio resid. NO" 0 0 0 52 0 0 0 0 0 0 0 0
"Baja NO" "edatcat 66.." "HOMBRE" 17 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 9948 "cambio resid. NO" 0 0 9715.28 0 0 0 0 0 0 0 0 0
"Baja NO" "edatcat 66.." "HOMBRE" 13 "Nomina NO" "Pension SI" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 127 "cambio resid. NO" 0.5 99.5 0 127.78 0 0 0 0 0 0 0 0
"Baja NO" "edatcat 66.." "No informado" 16 "Nomina NO" "Pension SI" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 250 0 0 226 "cambio resid. NO" 0 202.39 0 222.5 120 0 0 0 0 0 0 0
"Baja NO" "edatcat 66.." "HOMBRE" 17 "Nomina NO" "Pension SI" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 4000 0 0 614 "cambio resid. NO" 0 293.75 0 498.29 0 0 0 0 0 0 0 0
"Baja NO" "edatcat 66.." "HOMBRE" 19 "Nomina NO" "Pension SI" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 88 "cambio resid. NO" 271.5 30 0 84.02 0 0 0 0 0 0 0 0
"Baja NO" "edatcat 66.." "HOMBRE" 10 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 1850 0 0 75 "cambio resid. NO" 0 0 -30.8 0 0 0 0 0 0 0 0 0
"Baja NO" "edatcat 46-55" "No informado" 11 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. SI" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 62 "cambio resid. NO" -13 -30 0 63.84 0 0 0 0 0 0 0 0
"Baja NO" "edatcat 46-55" "HOMBRE" 14 "Nomina NO" "Pension NO" "Debito normal SI" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 6372 0 0 0 14 "cambio resid. NO" 0 0 0 -4.96 0 0 0 0 0 0 6372 0
"Baja NO" "edatcat 66.." "HOMBRE" 20 "Nomina NO" "Pension SI" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 125 "cambio resid. NO" 0 -73.75 0 -31.8 0 0 0 0 0 0 0 0
"Baja NO" "edatcat 26-35" "No informado" 18 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. SI" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 91 "cambio resid. NO" -120.5 0 0 58.01 0 0 0 0 0 0 0 0
"Baja NO" "edatcat 36-45" "No informado" 19 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. SI" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 55 0 0 0 38 "cambio resid. NO" -35.5 -116.29 0 38.55 0 0 0 0 0 0 0 0
"Baja NO" "edatcat 66.." "No informado" 13 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 166 "cambio resid. NO" 0 0 0 -38.74 0 0 0 0 0 0 0 0
"Baja NO" "edatcat 46-55" "No informado" 18 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 1 "cambio resid. NO" 0 -278.75 0 -23.9 0 0 0 0 0 0 0 0
"Baja NO" "edatcat 46-55" "HOMBRE" 18 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 94 0 0 0 29 "cambio resid. NO" 66.5 0 0 18.96 0 0 0 0 0 0 94 0
"Baja NO" "edatcat 18-25" "HOMBRE" 19 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. SI" "VISA SI" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 46 "cambio resid. NO" 28 11.25 0 45.95 0 0 0 0 0 0 0 0
"Baja NO" "edatcat 66.." "HOMBRE" 19 "Nomina NO" "Pension SI" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 36 "cambio resid. NO" 0 177.33 0 -111.33 0 0 0 0 0 0 0 0
"Baja NO" "edatcat 66.." "No informado" 15 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 1151 "cambio resid. NO" 0 0 0 -101 0 0 0 0 0 0 0 0
"Baja NO" "edatcat 66.." "HOMBRE" 19 "Nomina NO" "Pension SI" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 36 "cambio resid. NO" -132.25 0 0 26.22 0 0 0 0 0 0 0 0
"Baja NO" "edatcat 56-65" "HOMBRE" 21 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 8592 0 0 0 24 "cambio resid. NO" 0 0 6.6 1 0 0 0 0 0 0 7702 0
"Baja NO" "edatcat 46-55" "No informado" 21 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 22 "cambio resid. NO" 0 8.75 15.1 0.97 0 0 0 0 0 0 0 0
"Baja NO" "edatcat 26-35" "HOMBRE" 13 "Nomina SI" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA SI" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 478 "cambio resid. NO" 196.5 25.5 0 475 0 0 0 0 0 0 0 0
"Baja NO" "edatcat 66.." "No informado" 45 "Nomina NO" "Pension SI" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 1000 0 0 231 "cambio resid. NO" 0 -26.75 0 94.79 1000 0 0 0 0 0 0 0
"Baja NO" "edatcat 36-45" "No informado" 19 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 2520 0 0 100 "cambio resid. NO" 160.5 41 0 101.39 0 0 2520 0 0 0 0 0
"Baja NO" "edatcat 18-25" "HOMBRE" 20 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 106 0 0 26 "cambio resid. NO" 0 0 0 0.48 0 0 0 0 0 0 0 0
"Baja NO" "edatcat 46-55" "HOMBRE" 21 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 6 "cambio resid. NO" 6 142.63 0 6.49 0 0 0 0 0 0 0 0
"Baja NO" "edatcat 36-45" "No informado" 19 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 105 0 0 0 10 "cambio resid. NO" 0 0 0 9.98 0 0 0 0 0 0 0 0
"Baja NO" "edatcat 26-35" "HOMBRE" 12 "Nomina NO" "Pension NO" "Debito normal SI" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 156 0 0 0 2 "cambio resid. NO" 0 0 0.08 0 0 0 0 0 0 0 0 52
"Baja NO" "edatcat 18-25" "HOMBRE" 11 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. SI" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 113 0 0 0 22 "cambio resid. NO" 5.5 15.75 0 24 0 0 0 0 0 0 0 113
"Baja NO" "edatcat 36-45" "No informado" 19 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 240 0 0 0 326 "cambio resid. NO" 0 125 176 0 0 0 0 0 0 0 240 0
"Baja NO" "edatcat 26-35" "No informado" 11 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 469 0 0 0 10 "cambio resid. NO" 0 0 0 6.26 0 0 0 0 0 0 0 86
"Baja NO" "edatcat 46-55" "HOMBRE" 19 "Nomina NO" "Pension SI" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 40 "cambio resid. NO" 17.5 10.5 0 15.04 0 0 0 0 0 0 0 0
"Baja NO" "edatcat 36-45" "HOMBRE" 19 "Nomina NO" "Pension SI" "Debito normal NO" "Debito aff. SI" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 40 "cambio resid. NO" 17.5 10.5 0 15.04 0 0 0 0 0 0 0 0
"Baja NO" "edatcat 26-35" "HOMBRE" 18 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. SI" "VISA SI" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 58 "cambio resid. NO" 1.5 75 0 8.27 0 0 0 0 0 0 0 0
"Baja NO" "edatcat 46-55" "No informado" 16 "Nomina NO" "Pension SI" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 135 "cambio resid. NO" 0 241.78 0 101.53 0 0 0 0 0 0 0 0
"Baja NO" "edatcat 26-35" "No informado" 12 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA SI" "VISA aff. NO" "MCard NO" "Amex NO" 26 0 0 0 102 "cambio resid. NO" 210.5 -93 0 95.17 0 0 0 0 0 0 0 0
"Baja NO" "edatcat 36-45" "HOMBRE" 16 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 327 0 0 0 11 "cambio resid. NO" 0 0 -163 0 0 0 0 0 0 0 327 0
"Baja NO" "edatcat 46-55" "No informado" 20 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 155 0 0 0 10 "cambio resid. NO" 17 25.5 0 8.07 0 0 0 0 0 0 0 94
"Baja NO" "edatcat 46-55" "No informado" 18 "Nomina NO" "Pension SI" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 278 "cambio resid. NO" -212.5 542.33 70.99 203.23 0 0 0 0 0 0 0 0
"Baja NO" "edatcat 36-45" "HOMBRE" 13 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA SI" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 92 "cambio resid. NO" 21 0 0 75.57 0 0 0 0 0 0 0 0
"Baja NO" "edatcat 46-55" "HOMBRE" 21 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 512 0 0 0 1 "cambio resid. NO" 5.75 2.5 0 1 0 0 0 0 0 0 0 0
"Baja NO" "edatcat 66.." "No informado" 19 "Nomina NO" "Pension SI" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 1582 0 356 "cambio resid. NO" 0 85 0 321 0 0 0 1582 0 0 0 0
"Baja NO" "edatcat 66.." "HOMBRE" 15 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 3081 0 0 0 0 "cambio resid. NO" 0 0 0 0 0 0 0 0 0 0 2960 0
"Baja NO" "edatcat 18-25" "HOMBRE" 11 "Nomina SI" "Pension NO" "Debito normal NO" "Debito aff. SI" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 29 "cambio resid. NO" 69 10.25 0 17.69 0 0 0 0 0 0 0 0
"Baja NO" "edatcat 66.." "HOMBRE" 21 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 175 "cambio resid. NO" 0 0 -23.77 0 0 0 0 0 0 0 0 0
"Baja NO" "edatcat 66.." "No informado" 12 "Nomina NO" "Pension SI" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 107 0 0 4 "cambio resid. NO" 0 -106.24 0 -15.67 0 107 0 0 0 0 0 0
"Baja NO" "edatcat 26-35" "No informado" 12 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA SI" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 117 "cambio resid. NO" 0 0 27.05 0 0 0 0 0 0 0 0 0
"Baja NO" "edatcat 36-45" "No informado" 13 "Nomina SI" "Pension NO" "Debito normal NO" "Debito aff. SI" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 61 "cambio resid. NO" -87.5 1.28 0 -89.28 0 0 0 0 0 0 0 0
"Baja NO" "edatcat 56-65" "HOMBRE" 13 "Nomina NO" "Pension NO" "Debito normal SI" "Debito aff. SI" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 376 0 0 "cambio resid. NO" 0 0 0 0 0 0 0 0 0 0 0 0
"Baja NO" "edatcat 66.." "HOMBRE" 21 "Nomina NO" "Pension SI" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 717 "cambio resid. NO" 162 512.43 0 715.23 0 0 0 0 0 0 0 0
"Baja NO" "edatcat 26-35" "HOMBRE" 21 "Nomina SI" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA SI" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 26050 0 606 "cambio resid. NO" 0 309.77 0 605.33 0 0 0 -310.29 0 0 0 0
"Baja NO" "edatcat 66.." "HOMBRE" 11 "Nomina NO" "Pension SI" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 295 "cambio resid. NO" 0 -173.5 0 63.76 0 0 0 0 0 0 0 0
"Baja NO" "edatcat 46-55" "HOMBRE" 8 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. SI" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 100 0 28 "cambio resid. NO" -39.75 140 24.2 0 0 0 0 100 0 0 0 0
"Baja NO" "edatcat 36-45" "No informado" 10 "Nomina SI" "Pension NO" "Debito normal NO" "Debito aff. SI" "VISA SI" "VISA aff. NO" "MCard NO" "Amex NO" 227 0 0 0 105 "cambio resid. NO" 30.25 63.75 0 -354.91 0 0 0 0 0 0 0 134
"Baja NO" "edatcat 46-55" "HOMBRE" 19 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 1000 0 0 0 "cambio resid. NO" 0 0 0 0 0 0 0 0 0 0 0 0
"Baja NO" "edatcat 26-35" "No informado" 10 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 256 "cambio resid. NO" -35.5 162.5 0 221.23 0 0 0 0 0 0 0 0
"Baja NO" "edatcat 46-55" "HOMBRE" 21 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 1143 0 0 0 0 "cambio resid. NO" 0 714 0.01 0 0 0 0 0 0 0 101 0
"Baja NO" "edatcat 36-45" "HOMBRE" 13 "Nomina NO" "Pension NO" "Debito normal SI" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 394 0 0 0 19 "cambio resid. NO" 0 5 0 -19.31 0 0 0 0 0 0 0 349
"Baja NO" "edatcat 66.." "No informado" 20 "Nomina NO" "Pension SI" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 2500 0 0 297 "cambio resid. NO" 0 -2065.3 0 169.78 2500 0 0 0 0 0 0 0
"Baja NO" "edatcat 56-65" "HOMBRE" 21 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 12000 0 0 891 "cambio resid. NO" 0 220.5 0 890.42 12000 0 0 0 0 0 0 0
"Baja NO" "edatcat 26-35" "No informado" 13 "Nomina SI" "Pension NO" "Debito normal NO" "Debito aff. SI" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 63 "cambio resid. NO" 38.5 -30 0 54 0 0 0 0 0 0 0 0
"Baja NO" "edatcat 18-25" "No informado" 19 "Nomina SI" "Pension NO" "Debito normal NO" "Debito aff. SI" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 411 "cambio resid. NO" -109 7.75 0 385.36 0 0 0 0 0 0 0 0
